DateTime,Magnitude,Latitude,Longitude,Depth
0213-08-02 08:06:31,0.85,27.49,177.43,515.16
0217-04-07 08:35:06,1.69,60.55,-85.84,179.43
0220-02-01 08:48:56,0.22,9.81,54.62,155.81
0221-06-14 07:17:12,0.34,-45.82,-44.6,13.04
0222-06-21 13:04:25,0.5,4.98,71.59,526.82
0222-08-26 08:32:02,0.38,19.5,-86.11,656.82
0225-03-24 18:56:26,0.39,77.6,-67.17,666.01
0227-05-14 04:41:52,0.28,-22.49,-145.42,588.21
0230-11-14 04:34:20,0.62,-73.18,-67.8,664.85
0234-01-09 19:54:05,1.22,-48.32,-78.2,358.79
0235-06-08 05:39:10,0.22,-12.51,135.19,716.3
0243-05-15 11:21:28,0.22,-74.51,-77.98,161.5
0250-03-08 09:42:59,0.27,45.72,-132.56,205.57
0250-12-18 04:25:19,0.62,-60.86,107.63,702.46
0251-06-23 12:42:17,0.57,77.52,-52.58,111.36
0255-06-08 23:28:51,0.49,79.43,152.41,81.65
0257-03-11 08:15:10,0.0,-44.3,-88.51,754.34
0258-07-26 23:05:33,0.22,-24.62,125.68,413.92
0258-09-02 21:57:28,0.09,14.6,82.51,751.06
0268-02-01 08:47:29,0.63,-85.54,-88.16,232.93
0270-12-19 08:24:37,0.32,-72.48,169.24,248.09
0272-05-23 06:51:20,0.68,9.88,66.84,134.27
0272-12-23 13:15:16,0.37,56.89,-16.57,428.71
0273-11-26 00:45:49,0.24,17.51,101.64,232.61
0279-04-02 09:02:50,0.16,87.57,-167.37,760.71
0286-01-15 16:13:01,0.36,-47.12,139.84,565.56
0286-02-12 01:52:13,1.03,-75.62,-29.62,134.95
0286-04-10 21:18:09,0.04,9.23,-61.39,329.32
0289-07-09 04:24:54,0.92,-37.32,-150.08,721.31
0290-05-28 02:32:19,0.0,-30.2,112.8,226.35
0290-11-03 23:19:19,0.52,52.87,59.6,230.42
0291-10-03 09:25:12,0.62,68.67,143.91,497.76
0295-11-20 23:20:50,0.04,51.51,-36.35,183.32
0299-06-13 07:01:30,0.11,49.58,-23.3,495.95
0300-03-01 18:01:12,0.23,-84.22,-58.49,584.32
0304-11-25 01:41:30,0.01,-49.64,-31.63,504.13
0305-07-22 19:40:37,0.94,-2.12,-140.81,377.54
0306-08-13 04:23:48,0.24,-43.25,-168.38,631.9
0308-03-26 08:33:34,0.16,51.05,-83.79,760.3
0308-05-28 17:55:29,0.09,60.03,46.85,76.45
0308-08-11 23:10:18,0.95,40.96,144.76,184.04
0314-08-14 05:37:09,1.06,-18.64,-166.35,328.73
0314-10-10 22:00:27,1.06,48.13,-46.15,306.57
0323-01-24 23:08:45,0.01,-7.09,-102.67,154.49
0324-02-10 17:36:32,0.47,72.79,75.35,406.76
0325-08-28 10:30:51,0.08,18.38,-66.94,569.11
0329-05-20 18:13:49,0.22,33.83,-162.84,569.58
0331-07-01 10:24:16,0.57,-55.47,-92.22,143.49
0332-04-22 07:59:46,0.09,5.21,149.33,152.64
0333-10-25 06:06:10,0.04,-21.65,-12.64,665.75
0335-03-22 11:57:35,0.19,-33.68,106.87,230.3
0342-02-21 09:53:50,0.56,27.49,-32.82,193.44
0347-10-18 05:13:12,0.35,75.94,120.39,419.63
0350-12-08 15:17:33,0.47,-22.1,-83.93,239.45
0353-10-25 03:36:12,0.19,4.93,-174.63,711.64
0355-12-19 00:41:21,0.09,16.07,-167.38,39.86
0357-07-10 04:13:38,0.13,-29.2,-76.65,210.04
0358-07-23 07:59:12,0.08,-79.88,-151.56,270.76
0359-09-20 04:04:45,0.87,76.21,-156.96,97.67
0359-12-14 21:21:17,0.47,53.28,-36.49,489.95
0360-05-20 02:20:30,0.14,79.28,-120.63,568.72
0362-10-09 18:10:40,0.34,-5.84,-136.85,554.25
0363-01-27 17:36:56,0.97,71.01,-116.66,47.59
0365-09-13 08:00:53,0.98,-61.76,94.03,277.72
0368-03-28 14:46:57,0.08,20.03,163.23,360.53
0371-03-04 19:37:30,1.44,51.56,-139.82,691.77
0371-09-28 04:18:00,0.12,5.93,27.51,288.14
0372-07-25 10:32:53,0.18,17.59,-120.43,138.83
0374-05-12 21:15:58,0.79,-40.37,174.21,152.59
0374-08-24 09:29:08,0.07,38.36,109.25,609.95
0375-06-27 02:03:42,0.93,74.69,76.7,695.34
0376-08-11 07:08:28,1.13,-87.29,163.3,231.23
0379-10-27 20:03:27,0.88,71.89,71.7,470.79
0384-08-24 06:54:32,0.21,53.71,53.78,51.09
0386-05-11 23:37:23,0.18,-77.47,16.14,485.76
0388-09-23 15:41:23,0.07,4.8,132.7,535.01
0388-11-03 06:21:03,0.13,76.39,-168.24,662.37
0391-10-22 05:45:57,0.14,62.29,-20.28,436.57
0394-03-02 04:04:12,0.4,-80.61,-70.9,423.14
0394-06-06 11:06:58,0.22,24.42,138.4,89.17
0397-08-13 07:56:44,0.27,1.27,30.34,50.81
0398-02-14 00:56:28,0.86,23.47,-150.5,61.32
0398-10-21 17:39:23,1.55,21.85,72.54,349.33
0400-03-24 01:23:22,0.79,0.24,81.61,727.28
0400-07-24 21:38:10,0.79,-38.11,-78.07,537.18
0400-08-17 11:11:56,0.19,42.8,-121.97,144.52
0400-10-27 18:32:30,0.41,23.35,28.77,754.8
0404-04-04 15:27:46,0.24,35.05,137.84,448.97
0404-11-21 06:52:52,0.26,-76.98,-149.83,456.15
0408-07-04 08:42:59,0.25,-28.44,76.87,272.58
0409-01-14 03:28:27,0.18,8.71,-127.02,724.67
0409-02-13 01:38:43,0.98,-38.94,-146.84,206.14
0411-03-23 01:28:24,0.13,-21.46,84.11,745.83
0411-05-22 23:03:10,0.07,51.47,-103.8,609.87
0412-06-17 07:42:18,0.02,72.79,169.03,335.67
0412-09-26 09:45:27,0.01,-68.31,-1.17,176.07
0413-08-14 13:27:03,0.29,-85.69,-121.5,476.63
0414-12-14 05:43:43,0.27,10.63,9.74,602.09
0417-03-12 13:22:56,0.02,81.41,24.96,72.99
0418-09-04 00:45:24,0.0,-27.04,-39.97,357.46
0418-10-04 17:14:11,0.04,-0.29,-155.86,568.17
0418-10-16 01:01:22,0.1,-70.98,175.74,208.38
0420-05-02 01:49:10,0.07,30.85,-142.29,692.69
0423-08-15 10:40:55,0.3,-75.89,115.24,547.12
0424-01-22 05:35:04,1.18,-66.31,-80.51,743.09
0432-03-19 09:52:08,0.04,-72.95,54.8,226.52
0432-04-07 21:46:29,0.07,42.77,33.35,260.37
0434-08-12 14:14:19,0.23,-9.14,95.75,198.03
0435-02-16 10:56:36,0.6,-31.17,-90.73,259.65
0439-04-14 18:41:18,0.1,45.49,30.8,603.02
0440-01-15 08:58:37,0.63,4.11,-95.81,617.52
0440-12-13 07:58:25,0.1,89.26,135.45,509.46
0442-02-08 17:52:02,0.16,55.97,-3.85,249.76
0442-05-02 17:59:17,0.38,-38.02,139.47,656.55
0442-09-10 15:25:14,0.4,-83.1,-48.04,528.46
0443-12-21 00:25:57,1.04,4.75,-46.13,721.72
0445-02-17 13:32:02,0.38,15.4,-70.53,639.01
0447-11-02 14:58:03,0.89,-39.73,-4.17,571.69
0449-08-13 12:42:51,0.03,-48.8,-52.43,324.91
0450-03-23 03:36:00,0.01,-40.87,121.56,78.83
0451-09-05 16:57:44,0.84,74.07,124.5,509.67
0452-07-03 22:04:38,0.09,31.08,60.81,289.32
0455-10-06 20:18:26,0.19,-21.5,85.72,415.31
0460-08-15 15:55:37,0.2,74.95,63.43,485.1
0463-04-07 20:13:18,0.33,-25.92,-83.07,192.46
0468-05-03 22:14:12,0.28,-50.02,-40.97,772.99
0468-09-13 01:23:34,0.16,57.74,73.55,571.76
0470-03-15 03:10:52,0.34,86.0,66.54,463.74
0470-09-17 15:31:40,0.23,55.76,-73.74,588.24
0473-01-17 13:29:43,0.28,-24.27,64.86,441.23
0475-02-03 23:22:56,0.63,-47.09,-11.85,360.0
0479-03-04 11:18:45,1.65,-20.06,-68.19,60.19
0479-09-02 22:01:33,1.9,27.13,64.24,559.23
0480-09-11 20:14:42,0.65,18.68,-87.53,434.59
0483-09-18 05:18:42,0.06,-44.64,86.2,780.36
0485-04-20 09:53:19,0.7,2.49,-124.55,141.43
0485-05-24 23:56:55,0.04,-51.61,122.78,10.44
0487-02-26 02:59:42,0.64,88.95,30.46,453.46
0488-11-05 09:37:44,0.0,-31.78,-30.99,791.47
0489-02-04 13:24:12,0.92,-5.54,115.9,476.28
0489-09-22 22:57:13,0.42,-61.37,-136.8,799.04
0492-01-13 02:50:44,0.45,-85.92,22.76,192.29
0494-01-17 01:15:39,1.17,15.66,3.13,154.8
0494-04-14 15:03:35,0.35,51.28,-119.14,530.48
0494-12-22 12:43:14,0.05,35.78,160.21,361.37
0495-08-14 18:47:58,0.07,60.98,40.04,750.32
0498-04-08 06:40:48,1.2,-87.77,-133.74,630.26
0498-09-16 12:08:40,0.02,-87.54,125.09,432.37
0499-06-03 01:12:58,0.18,16.15,140.19,236.33
0500-10-17 16:00:02,1.45,-63.84,153.18,321.39
0505-12-04 03:00:43,0.38,-16.51,-148.33,269.33
0506-05-08 13:16:42,0.0,-27.06,-1.66,670.21
0511-01-16 10:29:33,0.0,-65.48,-128.04,177.75
0515-08-02 13:51:23,0.25,2.66,74.98,795.87
0515-09-17 09:38:20,0.12,-42.78,149.96,154.87
0517-10-11 15:32:50,0.11,-13.78,158.58,347.45
0517-11-14 09:06:38,0.18,-72.18,128.63,142.69
0519-09-23 12:43:31,0.15,52.66,121.53,466.13
0521-02-18 16:31:06,1.46,22.41,127.09,49.18
0522-01-22 00:44:01,0.03,-2.9,95.46,181.37
0523-07-12 05:21:33,0.07,-50.92,34.96,40.38
0523-08-04 01:13:48,1.07,-87.54,-151.35,257.27
0525-08-05 08:09:55,0.02,-14.49,-50.66,794.97
0528-05-25 18:54:56,0.26,-39.59,-153.42,83.23
0531-10-09 17:44:23,0.15,31.41,-106.99,751.21
0531-12-18 15:06:22,1.07,-29.93,-9.55,612.18
0533-10-07 02:35:26,0.73,-55.56,-22.94,388.53
0538-03-10 01:43:07,0.76,-76.7,-9.34,642.4
0539-08-21 20:13:46,0.76,-45.53,56.32,653.98
0541-05-23 09:21:30,0.41,-0.83,-81.02,723.63
0544-08-15 03:43:51,0.24,-89.7,-45.61,314.31
0551-01-18 14:36:00,0.06,76.07,-120.47,216.32
0552-02-15 07:26:54,0.19,83.47,-67.25,651.49
0556-10-21 17:46:10,0.26,50.21,-58.13,694.18
0561-11-26 14:44:55,0.58,-89.46,-84.78,576.78
0562-03-13 23:56:52,0.96,53.36,127.15,798.82
0563-06-06 08:53:45,0.25,38.44,-98.17,789.29
0564-02-17 17:27:01,0.79,15.2,15.2,190.31
0566-08-12 19:40:46,0.05,60.49,61.37,273.66
0569-05-01 18:19:49,0.3,49.97,-36.31,730.92
0571-05-12 03:35:58,0.76,64.84,105.68,427.41
0573-09-24 12:33:05,0.53,3.9,58.08,375.9
0575-06-27 03:38:49,0.51,-62.14,120.37,382.44
0575-09-25 12:15:10,0.45,-21.26,-110.32,216.35
0575-12-14 08:21:16,0.5,82.4,-147.91,608.09
0577-08-17 11:13:37,0.17,-12.69,-8.91,35.19
0578-10-25 05:25:36,1.02,-73.84,-142.52,640.08
0579-04-23 00:38:21,0.89,68.9,28.66,564.22
0579-06-17 23:22:34,0.12,-20.52,69.42,562.53
0580-11-16 17:15:15,0.0,-5.16,148.69,379.49
0581-04-06 00:36:59,0.76,62.11,-101.18,750.99
0584-07-25 13:13:10,0.38,26.32,54.58,383.48
0585-07-04 21:50:55,0.62,-67.3,-21.67,339.78
0594-10-26 02:16:51,0.07,36.45,-13.86,647.04
0595-11-10 04:43:48,0.36,84.83,156.61,672.73
0596-01-06 22:15:46,0.19,-19.43,-62.09,596.65
0596-10-28 01:17:21,0.13,-19.86,6.79,682.85
0596-11-25 20:16:12,0.05,13.99,60.83,670.81
0597-11-27 19:39:51,0.52,80.25,26.26,101.04
0598-08-25 05:59:20,0.1,61.47,42.78,619.63
0600-04-27 10:05:01,0.3,-63.07,-36.8,14.01
0603-03-22 08:07:01,0.13,79.14,-0.36,365.16
0603-05-13 14:30:15,0.1,86.18,-5.88,88.38
0603-11-26 01:04:40,0.73,73.93,40.74,12.6
0603-12-18 19:56:38,0.13,-25.13,-66.7,567.75
0607-06-11 21:41:25,0.05,17.67,172.18,96.56
0615-05-19 20:05:45,0.06,12.64,-174.22,600.16
0616-09-17 05:53:46,0.86,72.88,50.57,699.42
0617-09-27 00:54:50,0.31,-39.07,102.05,94.75
0618-06-12 16:47:15,0.01,73.4,-172.88,706.76
0618-09-23 18:05:49,0.38,-59.93,-32.32,378.84
0620-09-03 20:36:48,0.0,-54.32,-179.31,394.04
0620-12-01 10:08:02,0.47,51.08,-73.21,587.42
0621-08-17 12:55:37,0.15,12.19,-168.57,776.7
0627-07-12 11:50:18,0.24,6.08,79.3,632.28
0628-01-06 10:29:49,0.14,52.76,-174.05,407.82
0628-03-26 02:47:39,0.12,2.89,34.99,682.01
0628-07-25 18:08:14,0.22,-32.54,39.81,324.25
0629-04-28 20:05:42,0.37,17.1,125.93,247.12
0631-01-01 05:12:10,0.02,7.18,-55.45,241.25
0633-05-27 20:17:22,0.4,-80.17,105.99,796.18
0634-05-01 04:55:42,3.68,-33.4,21.44,564.02
0639-05-26 22:43:34,0.58,-20.56,170.12,785.12
0645-08-13 17:20:48,0.33,-47.1,-128.27,431.34
0647-12-14 12:33:50,0.12,-77.7,70.58,387.43
0648-06-02 20:56:20,0.02,-67.9,-118.44,627.95
0648-07-01 23:31:59,0.68,-25.77,-129.63,387.69
0649-03-22 17:35:13,0.58,-46.47,22.23,9.45
0655-04-04 05:13:46,0.43,-37.89,-105.14,708.65
0657-03-05 08:41:02,0.11,45.14,97.76,344.97
0659-08-12 20:19:10,0.31,-16.06,176.71,176.28
0661-09-17 09:09:29,0.87,70.76,91.75,734.63
0662-08-22 20:09:52,0.91,37.19,110.95,535.05
0668-04-11 00:15:27,0.19,-88.48,18.17,306.39
0669-06-20 20:15:21,0.22,-54.16,94.8,614.19
0671-04-24 14:27:10,0.19,-53.02,-126.77,75.97
0673-12-20 21:24:01,0.24,-35.56,-89.43,450.14
0674-03-16 03:29:08,0.01,10.52,148.82,792.97
0674-12-06 08:16:33,0.98,4.18,128.18,586.48
0675-02-09 12:41:21,0.52,11.09,135.07,108.38
0675-07-06 07:46:45,0.24,-81.49,59.3,557.37
0676-02-06 12:52:17,0.23,74.42,-64.1,71.36
0676-08-21 08:23:04,1.16,-23.16,156.85,346.72
0679-09-26 10:07:45,0.37,-0.06,8.4,319.89
0680-03-27 12:17:10,0.14,-35.41,-137.44,168.15
0680-11-20 09:01:04,0.71,-53.09,178.53,443.57
0682-05-26 05:50:15,0.36,31.18,-82.11,61.1
0682-11-18 07:50:10,0.72,-14.55,172.26,313.86
0686-02-17 21:39:17,0.06,-17.96,16.34,533.95
0686-06-01 16:06:13,0.62,13.59,10.3,724.63
0688-01-09 22:26:47,0.01,57.48,142.63,261.97
0690-07-04 05:47:09,0.25,-52.84,-139.37,36.98
0693-10-21 16:37:08,0.36,-19.29,-141.75,342.03
0695-05-15 15:44:54,0.68,-35.1,124.56,719.39
0695-07-25 12:31:24,0.07,-30.14,-68.71,268.81
0696-09-12 08:43:52,0.07,-40.99,37.65,168.57
0698-02-01 16:01:23,0.07,27.26,-132.99,530.5
0698-07-01 12:08:37,0.58,72.72,58.59,264.2
0700-03-14 22:29:56,0.34,-17.08,161.55,625.65
0701-08-26 17:35:32,0.05,-38.32,-1.11,493.45
0703-10-06 21:50:02,0.45,-53.18,176.2,618.0
0709-02-21 03:52:02,0.45,-69.02,-81.49,175.77
0709-12-09 13:14:54,0.52,43.56,158.05,596.11
0710-05-20 16:45:19,1.15,0.07,-51.13,232.35
0710-05-24 01:03:48,0.1,-53.75,33.95,363.88
0710-10-05 10:56:48,0.35,-53.42,-116.51,497.11
0710-11-01 21:42:57,0.01,-75.08,57.44,375.89
0715-11-11 03:39:26,0.35,-87.18,-60.68,3.97
0718-08-08 20:11:50,0.19,-21.89,92.37,503.64
0720-05-02 02:17:20,0.39,21.47,-110.34,323.28
0722-06-19 22:40:22,0.18,11.63,-76.01,685.14
0724-07-23 02:53:53,0.03,79.72,40.53,299.47
0727-11-13 23:29:52,0.22,64.89,-75.09,516.25
0733-08-17 22:54:42,0.44,-54.16,54.18,31.16
0734-02-26 06:40:36,0.33,-66.4,122.23,525.01
0736-03-27 12:48:20,0.42,-8.92,51.53,194.38
0737-07-02 21:04:30,0.12,-67.12,139.02,44.75
0740-10-10 13:00:17,0.51,79.21,33.78,778.26
0743-11-23 22:44:06,0.04,-37.33,-124.98,559.02
0745-03-07 23:14:58,0.58,-2.1,43.99,235.32
0748-05-11 08:23:12,0.05,58.94,-3.83,456.36
0748-08-21 08:03:34,0.12,-63.9,-128.01,392.57
0749-01-25 15:31:00,0.38,-42.64,-59.17,23.53
0751-01-07 08:50:18,1.0,48.83,-144.43,344.53
0751-11-12 22:50:17,0.07,5.33,71.82,761.31
0752-03-11 06:03:36,0.45,-65.56,156.54,441.71
0753-04-06 13:39:07,0.68,-45.1,-63.23,651.78
0753-11-08 21:17:02,0.12,53.17,120.94,263.39
0755-01-03 00:23:09,0.81,33.06,140.32,333.87
0760-04-06 22:32:09,0.12,-25.59,-64.43,654.74
0767-02-27 04:22:03,1.0,48.62,-124.79,73.96
0767-11-22 07:19:32,1.3,-41.51,99.96,567.06
0768-11-19 22:14:47,0.15,-10.57,140.8,371.73
0771-06-05 21:14:02,0.93,-85.6,-52.83,511.24
0773-07-11 22:51:39,0.04,-0.28,-130.76,751.16
0775-09-02 18:33:54,0.73,25.87,-17.57,526.98
0780-01-11 14:17:22,0.33,20.79,45.23,27.05
0785-10-27 17:31:39,0.14,-71.48,-34.84,189.64
0788-05-24 19:46:28,0.01,33.66,-44.42,270.76
0789-02-08 03:18:49,0.06,60.96,-97.31,642.12
0791-07-15 19:38:08,0.06,-67.55,119.12,737.68
0793-12-12 10:28:10,0.68,43.53,-176.5,440.5
0795-03-07 16:26:23,0.07,-58.89,-157.41,351.67
0796-06-09 22:57:48,1.07,82.36,137.81,657.4
0796-08-13 04:30:09,0.36,-80.45,179.85,179.67
0796-09-11 20:52:37,0.43,-5.62,84.93,780.04
0797-02-10 06:27:42,0.25,-12.16,64.28,688.29
0797-02-22 00:11:39,0.93,17.27,106.92,423.14
0800-11-07 01:16:03,0.33,-64.64,159.08,584.13
0804-01-23 21:28:04,0.01,-85.77,17.57,213.13
0804-03-18 08:58:34,0.54,49.75,-152.85,590.64
0804-07-03 18:42:18,0.2,-73.09,146.54,419.86
0805-09-21 05:38:48,1.32,56.24,-35.67,420.85
0812-10-20 18:47:48,0.44,-28.69,64.0,735.54
0814-04-16 13:47:18,0.13,-12.52,87.63,404.07
0818-07-23 17:23:42,1.17,-26.51,15.05,353.34
0820-11-27 02:32:17,0.02,-9.98,-0.11,113.54
0821-06-05 09:55:49,0.86,-2.56,-96.14,378.12
0825-07-06 12:19:37,0.48,84.68,-138.01,797.11
0827-01-06 09:06:45,0.37,-6.63,157.34,409.29
0827-02-03 14:35:32,0.96,68.32,-173.59,251.96
0827-06-06 16:10:18,0.45,-19.98,-51.94,208.05
0828-06-22 21:13:44,0.0,-1.69,-138.68,772.29
0836-05-03 04:11:22,0.35,-32.68,-47.28,213.56
0838-04-24 11:37:48,0.24,-42.26,-58.35,621.37
0838-12-11 06:32:31,0.16,81.79,163.06,67.17
0842-12-15 00:21:19,0.04,-31.41,134.8,764.81
0845-02-26 16:06:20,0.15,-62.9,65.84,238.98
0849-01-27 00:31:51,0.32,89.77,-33.09,760.28
0853-12-17 03:02:42,1.3,72.53,156.86,625.94
0858-01-18 22:14:50,0.12,-88.7,159.25,47.32
0861-10-11 05:16:27,1.65,-73.48,116.89,153.17
0863-02-13 16:17:15,0.54,-5.34,-176.38,320.18
0863-06-19 13:16:33,0.62,49.61,-36.42,497.54
0866-03-11 13:39:47,0.85,22.49,39.96,540.11
0867-01-07 15:10:01,0.22,-12.73,22.59,795.82
0874-12-23 12:26:31,0.16,16.38,60.38,605.31
0879-12-15 05:39:04,0.27,-74.47,-78.23,209.43
0881-06-18 12:37:50,1.18,-83.72,-1.11,745.27
0882-01-19 01:09:36,0.61,59.56,-106.34,587.01
0885-07-15 19:01:39,0.78,-32.38,49.13,78.15
0886-09-19 13:34:55,0.2,-79.11,4.59,770.06
0887-02-13 04:01:06,0.47,-5.99,56.71,214.66
0891-04-17 10:25:45,0.26,-51.01,-28.6,332.41
0894-11-05 12:58:24,0.05,-85.82,-1.87,456.75
0894-12-27 14:31:22,0.36,45.38,104.32,99.56
0897-03-17 16:06:28,0.42,72.32,40.37,551.23
0899-09-21 11:52:55,0.08,-47.2,58.79,717.6
0900-03-22 05:36:19,0.36,23.23,176.39,745.72
0902-08-22 01:43:59,0.46,-29.43,-53.35,223.11
0903-07-05 21:11:34,0.73,-42.57,-39.23,179.43
0905-03-15 15:02:27,1.12,-1.93,-85.75,670.07
0907-03-21 08:05:22,0.56,88.68,158.44,724.61
0911-06-19 11:43:23,0.04,-4.71,7.85,326.91
0912-05-27 12:08:08,0.17,60.88,-59.15,765.13
0913-02-14 15:34:02,0.31,72.52,97.71,747.96
0913-04-18 22:19:24,0.4,5.98,10.22,156.7
0915-01-15 11:45:45,0.03,80.77,-135.46,257.61
0916-12-25 17:54:24,0.31,-16.78,-80.89,248.86
0917-12-02 04:55:13,0.08,24.42,39.39,159.77
0918-02-17 00:41:08,0.11,75.57,138.74,384.58
0922-05-05 06:07:51,1.19,24.45,165.64,181.22
0929-09-15 23:55:36,0.68,36.49,9.29,763.01
0930-08-13 22:06:46,0.88,-29.78,27.09,322.09
0935-08-01 19:29:59,0.26,-40.42,-159.85,688.42
0941-02-06 19:25:56,0.0,30.3,49.3,185.92
0943-04-13 05:42:19,0.66,-75.42,34.03,375.98
0943-06-14 20:34:53,0.27,-61.44,41.07,76.97
0945-07-06 01:38:53,0.02,-19.18,-8.62,530.61
0949-04-14 10:39:58,1.0,22.15,-141.69,767.13
0950-10-13 17:59:58,0.1,41.58,-59.39,386.47
0953-07-21 20:13:59,0.6,4.08,-156.61,303.72
0957-06-21 12:54:26,0.05,1.26,-166.55,203.23
0958-05-03 12:51:56,0.8,5.25,-39.49,649.15
0958-12-12 20:27:37,0.92,-61.71,151.65,695.12
0960-07-12 07:27:07,0.62,-57.87,-176.61,278.61
