Year,Month,Day,Hour,Minute,Second,LAT,LONG,DEP,MAG,NPH,GAP,DMIN,RMS,SEO,SEH,SEZ,Q,COMMENTS
1974,8,11,14,36,50,36.82000,-91.29000,5.0000,2.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600043 TEIC catalog event
1974,8,11,23,9,15,36.47000,-89.50000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600044 TEIC catalog event
1974,8,14,9,43,5,36.45000,-89.76000,5.0000,1.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600045 TEIC catalog event
1974,8,14,12,33,5,36.66000,-89.60000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600046 TEIC catalog event
1974,8,14,16,16,41,35.78000,-90.12000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600047 TEIC catalog event
1974,8,14,19,41,45,36.67000,-89.76000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600048 TEIC catalog event
1974,8,15,0,19,11,35.88000,-89.93000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600049 TEIC catalog event
1974,8,15,19,33,5,36.25000,-89.48000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600050 TEIC catalog event
1974,8,16,7,30,57,36.15000,-89.70000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600051 TEIC catalog event
1974,8,22,22,33,59,38.21000,-89.75000,5.0000,2.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600052 TEIC catalog event
1974,8,25,12,49,36,36.27000,-89.43000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600053 TEIC catalog event
1974,8,25,16,9,55,36.34000,-89.56000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600054 TEIC catalog event
1974,8,26,2,22,41,36.07000,-89.87000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600055 TEIC catalog event
1974,8,26,3,3,9,36.28000,-89.52000,5.0000,1.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600056 TEIC catalog event
1974,8,26,3,57,26,36.34000,-89.53000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600057 TEIC catalog event
1974,8,26,11,15,33,36.68000,-89.52000,5.0000,2.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600058 TEIC catalog event
1974,8,31,7,35,49,36.87000,-90.09000,5.0000,0.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600059 TEIC catalog event
1974,9,6,6,43,20,36.27000,-89.52000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600060 TEIC catalog event
1974,9,7,8,54,59,36.58000,-89.65000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600061 TEIC catalog event
1974,9,7,14,1,47,36.54000,-89.78000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600062 TEIC catalog event
1974,9,7,14,9,38,36.62000,-89.78000,5.0000,1.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600063 TEIC catalog event
1974,9,8,18,22,35,36.50000,-89.55000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600064 TEIC catalog event
1974,9,8,22,11,19,36.47000,-89.55000,5.0000,2.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600065 TEIC catalog event
1974,9,9,14,12,41,36.35000,-91.29000,5.0000,2.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600066 TEIC catalog event
1974,9,10,8,1,2,36.57000,-89.66000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600067 TEIC catalog event
1974,9,11,15,13,24,36.56000,-89.68000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600068 TEIC catalog event
1974,9,15,3,9,28,36.50000,-89.54000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600069 TEIC catalog event
1974,9,16,5,9,31,36.65000,-89.57000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600070 TEIC catalog event
1974,9,16,10,38,51,36.27000,-89.46000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600071 TEIC catalog event
1974,9,18,23,46,86,35.90000,-90.00000,5.0000,2.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600072 TEIC catalog event
1974,9,19,1,57,26,36.55000,-89.61000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600073 TEIC catalog event
1974,9,19,5,1,37,36.40000,-89.82000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600074 TEIC catalog event
1974,9,19,6,34,31,36.17000,-89.74000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600075 TEIC catalog event
1974,9,20,5,57,50,36.30000,-89.46000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600076 TEIC catalog event
1974,9,24,18,44,3,36.27000,-89.43000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600077 TEIC catalog event
1974,9,25,0,12,54,38.15000,-90.43000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600078 TEIC catalog event
1974,9,27,19,36,26,38.70000,-90.56000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600079 TEIC catalog event
1974,9,27,19,43,44,38.71000,-90.54000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600080 TEIC catalog event
1974,10,1,8,41,22,37.01000,-90.18000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600081 TEIC catalog event
1974,10,1,8,48,10,36.06000,-89.93000,5.0000,2.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600082 TEIC catalog event
1974,10,2,2,11,5,36.38000,-89.53000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600083 TEIC catalog event
1974,10,3,8,49,56,36.43000,-89.63000,12.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600084 TEIC catalog event
1974,10,4,22,43,49,36.49000,-89.52000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600085 TEIC catalog event
1974,10,6,20,53,21,36.21000,-89.72000,5.0000,2.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600086 TEIC catalog event
1974,10,9,4,5,20,37.48000,-89.87000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600087 TEIC catalog event
1974,10,9,8,19,58,36.51000,-89.56000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600088 TEIC catalog event
1974,10,14,6,22,45,36.21000,-89.52000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600089 TEIC catalog event
1974,10,19,19,48,45,36.16000,-89.48000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600090 TEIC catalog event
1974,10,24,9,26,2,36.53000,-89.57000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600091 TEIC catalog event
1974,10,26,12,38,56,36.30000,-89.50000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600092 TEIC catalog event
1974,10,30,22,46,37,36.31000,-89.51000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600093 TEIC catalog event
1974,11,7,21,46,12,35.95000,-89.98000,5.0000,2.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600094 TEIC catalog event
1974,11,8,10,38,8,36.92000,-89.21000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600095 TEIC catalog event
1974,11,10,17,37,9,36.30000,-89.59000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600096 TEIC catalog event
1974,11,11,7,50,25,36.56000,-89.73000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600097 TEIC catalog event
1974,11,14,10,20,45,37.74000,-88.45000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600098 TEIC catalog event
1974,11,14,17,30,1,36.50000,-89.45000,12.0000,3.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600099 TEIC catalog event
1974,11,15,4,55,44,36.49000,-89.56000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600100 TEIC catalog event
1974,11,15,6,23,50,36.52000,-89.54000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600101 TEIC catalog event
1974,11,15,10,2,20,36.54000,-89.59000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600102 TEIC catalog event
1974,11,18,11,2,49,35.97000,-89.43000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600103 TEIC catalog event
1974,11,19,2,4,37,35.80000,-90.60000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600104 TEIC catalog event
1974,11,19,2,16,40,35.70000,-90.50000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600105 TEIC catalog event
1974,11,19,5,53,42,36.56000,-89.47000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600106 TEIC catalog event
1974,11,20,10,11,37,36.65000,-89.49000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600107 TEIC catalog event
1974,11,21,2,58,20,36.68000,-89.77000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600108 TEIC catalog event
1974,11,24,15,20,16,36.99000,-90.35000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600109 TEIC catalog event
1974,11,24,16,28,50,36.94000,-88.93000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600110 TEIC catalog event
1974,11,27,6,31,25,36.95000,-88.90000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600111 TEIC catalog event
1974,11,29,6,24,25,35.98000,-90.20000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600112 TEIC catalog event
1974,11,30,9,34,0,38.85000,-90.35000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600113 TEIC catalog event
1974,11,30,11,25,5,36.35000,-89.60000,5.0000,1.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600114 TEIC catalog event
1974,12,1,14,56,59,36.55000,-89.57000,8.0000,2.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600115 TEIC catalog event
1974,12,3,23,18,27,36.30000,-89.43000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600116 TEIC catalog event
1974,12,5,8,32,47,36.29000,-89.50000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600117 TEIC catalog event
1974,12,6,8,57,1,36.56000,-89.63000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600118 TEIC catalog event
1974,12,6,12,18,1,36.40000,-89.42000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600119 TEIC catalog event
1974,12,6,17,26,3,36.53000,-89.54000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600120 TEIC catalog event
1974,12,7,0,50,58,36.29000,-89.45000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600121 TEIC catalog event
1974,12,9,22,51,27,35.53000,-89.97000,5.0000,2.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600122 TEIC catalog event
1974,12,13,10,13,21,36.80000,-91.70000,5.0000,2.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600123 TEIC catalog event
1974,12,14,12,39,1,36.47000,-89.56000,7.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600124 TEIC catalog event
1974,12,14,20,11,33,38.01000,-89.83000,5.0000,2.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600125 TEIC catalog event
1974,12,15,15,11,17,36.28000,-89.57000,5.0000,2.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600126 TEIC catalog event
1974,12,16,17,20,47,36.31000,-89.52000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600127 TEIC catalog event
1974,12,17,7,41,46,36.24000,-89.56000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600128 TEIC catalog event
1974,12,17,9,52,11,36.32000,-89.51000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600129 TEIC catalog event
1974,12,18,1,31,58,38.60000,-90.90000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600130 TEIC catalog event
1974,12,21,8,56,36,37.00000,-89.80000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600131 TEIC catalog event
1974,12,22,4,5,37,36.58000,-89.84000,5.0000,1.0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600132 TEIC catalog event
1974,12,22,4,9,19,36.11000,-89.51000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600133 TEIC catalog event
1974,12,22,7,47,3,36.46000,-89.52000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600134 TEIC catalog event
1974,12,24,23,10,40,38.01000,-90.48000,21.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600135 TEIC catalog event
1974,12,25,7,17,48,36.70000,-92.00000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600136 TEIC catalog event
1974,12,25,13,21,36,35.84000,-90.02000,5.0000,2.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600137 TEIC catalog event
1974,12,25,16,19,16,36.28000,-89.47000,10.0000,2.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600138 TEIC catalog event
1974,12,25,20,42,21,36.54000,-89.57000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600139 TEIC catalog event
1974,12,26,21,2,7,36.54000,-89.59000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600140 TEIC catalog event
1974,12,28,13,52,18,36.29000,-89.52000,5.0000,1.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600141 TEIC catalog event
1974,12,28,16,6,29,36.28000,-89.51000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600142 TEIC catalog event
1974,12,28,18,17,46,36.26000,-89.50000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600143 TEIC catalog event
1974,12,29,18,46,3,36.31000,-89.38000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600144 TEIC catalog event
1975,1,2,3,46,41,37.44000,-89.02000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600145 TEIC catalog event
1975,1,2,14,20,17,36.52000,-89.55000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600146 TEIC catalog event
1975,1,4,7,27,24,36.58000,-89.63000,5.0000,1.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600147 TEIC catalog event
1975,1,4,9,22,4,36.28000,-89.46000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600148 TEIC catalog event
1975,1,4,12,45,33,36.55000,-89.59000,5.0000,1.8,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600149 TEIC catalog event
1975,1,7,2,14,21,36.57000,-89.83000,5.0000,1.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600150 TEIC catalog event
1975,1,8,23,20,34,36.27000,-89.49000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600151 TEIC catalog event
1975,1,9,12,44,1,36.54000,-89.57000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600152 TEIC catalog event
1975,1,9,13,30,37,36.59000,-89.61000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600153 TEIC catalog event
1975,1,20,10,32,0,36.54000,-89.55000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600154 TEIC catalog event
1975,1,23,6,59,6,35.95000,-89.98000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600155 TEIC catalog event
1975,1,23,8,5,41,36.16000,-89.78000,5.0000,2.2,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600156 TEIC catalog event
1975,1,26,7,36,29,36.74000,-89.49000,13.0000,2.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600157 TEIC catalog event
1975,1,29,6,44,21,37.80000,-89.30000,5.0000,2.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600158 TEIC catalog event
1975,1,30,7,38,21,36.42000,-89.54000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600159 TEIC catalog event
1975,2,1,9,54,11,36.55000,-89.58000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600160 TEIC catalog event
1975,2,1,16,4,24,36.05000,-89.87000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600161 TEIC catalog event
1975,2,3,10,35,28,38.06000,-89.05000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600162 TEIC catalog event
1975,2,8,9,50,39,36.55000,-89.63000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600163 TEIC catalog event
1975,2,10,7,37,13,36.34000,-89.44000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600164 TEIC catalog event
1975,2,11,21,28,48,37.36000,-89.17000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600165 TEIC catalog event
1975,2,12,7,33,51,36.31000,-89.51000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600166 TEIC catalog event
1975,2,13,19,43,57,36.53000,-89.56000,5.0000,3.3,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600167 TEIC catalog event
1975,2,13,19,58,29,36.42000,-89.64000,5.0000,1.5,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600168 TEIC catalog event
1975,2,14,13,6,31,35.83000,-90.23000,5.0000,1.9,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600169 TEIC catalog event
1975,2,16,13,43,39,36.55000,-89.58000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600170 TEIC catalog event
1975,2,17,11,15,58,36.55000,-89.57000,5.0000,1.6,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600171 TEIC catalog event
1975,2,20,2,52,21,36.08000,-89.84000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600172 TEIC catalog event
1975,2,20,4,39,27,36.30000,-89.49000,5.0000,1.4,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600173 TEIC catalog event
1975,2,23,0,17,4,38.40000,-90.13000,5.0000,2.1,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600174 TEIC catalog event
1975,2,28,17,28,42,36.22000,-89.94000,5.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600175 TEIC catalog event
1975,3,2,21,22,8,36.62000,-89.80000,2.0000,1.7,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,D,lg 600176 TEIC catalog event
